Year,T,TM,Tm,PP,V,RA,SN,TS,FG,TN,GR
BALASORE,2009,27.2,33.0,22.1,1516.84,3.5,86,0,65,8,0,1
BALASORE,2010,27.2,32.7,22.4,1514.35,3.4,109,0,59,9,0,0
BALASORE,2011,26.2,31.8,21.0,-,3.2,96,0,57,4,0,0
BALASORE,2012,26.7,32.0,21.6,1125.47,3.2,91,0,53,5,0,1
BALASORE,2013,26.4,31.7,21.3,2195.30,3.2,102,0,60,3,0,0
BALASORE,2014,-,-,-,-,-,-,-,-,-,-,-
BANGALORE,1973,-,-,-,-,-,-,-,-,-,-,-
BANGALORE,1974,-,-,-,-,-,-,-,-,-,-,-
BANGALORE,1975,-,-,-,-,-,-,-,-,-,-,-
BANGALORE,1976,-,-,-,-,-,-,-,-,-,-,-
BANGALORE,1977,-,-,-,-,-,-,-,-,-,-,-
BANGALORE,1978,23.2,28.8,19.0,-,8.9,89,0,14,7,0,0
BANGALORE,1979,23.6,29.3,19.3,1029.76,7.8,83,1,31,2,0,0
BANGALORE,1980,23.6,29.6,19.0,913.44,7.2,72,1,28,5,0,0
BANGALORE,1981,23.4,29.3,18.9,646.44,6.5,86,2,26,2,1,3
BANGALORE,1982,-,-,-,-,-,-,-,-,-,-,-
BANGALORE,1983,24.1,29.9,19.4,1111.29,6.8,99,0,26,4,0,0
BANGALORE,1984,23.4,29.0,18.9,713.98,7.9,104,0,28,4,0,0
BANGALORE,1985,23.5,29.5,18.9,617.99,7.6,99,0,22,3,0,2
BANGALORE,1986,23.7,29.5,19.1,1472.93,7.5,103,0,32,4,0,1
BANGALORE,1987,23.8,29.5,19.2,884.86,7.5,103,1,29,6,0,0
BANGALORE,1988,23.7,29.3,19.1,935.16,6.3,91,0,31,2,0,1
BANGALORE,1989,23.5,29.3,18.8,895.31,6.4,88,0,30,4,0,2
BANGALORE,1990,-,-,-,-,-,-,-,-,-,-,-
BANGALORE,1991,23.6,29.1,19.2,1542.55,7.2,107,0,39,2,1,1
BANGALORE,1992,-,-,-,-,-,-,-,-,-,-,-
BANGALORE,1993,23.6,29.3,19.0,922.77,6.0,90,0,33,1,0,1
BANGALORE,1994,23.4,29.1,19.1,876.23,5.8,99,0,21,10,0,2
BANGALORE,1995,23.9,29.5,19.2,1066.76,5.3,101,1,25,1,0,1
BANGALORE,1996,23.6,29.6,19.0,1286.74,5.7,109,0,29,2,0,0
BANGALORE,1997,23.7,29.7,19.5,1227.05,6.5,105,0,21,0,0,3
BANGALORE,1998,24.3,30.1,20.0,1327.62,4.7,106,0,27,2,1,3
BANGALORE,1999,23.6,29.5,19.0,917.42,4.9,107,0,33,0,0,3
BANGALORE,2000,23.4,29.4,19.1,1173.98,6.0,120,0,33,3,0,2
BANGALORE,2001,23.8,29.6,19.5,1032.02,6.1,110,0,27,0,0,3
BANGALORE,2002,-,-,-,-,-,-,-,-,-,-,-
BANGALORE,2003,24.2,30.4,19.6,753.60,5.9,93,6,18,0,0,4
BANGALORE,2004,23.4,29.5,19.0,1109.69,7.0,131,0,32,0,0,1
BANGALORE,2005,-,-,-,-,-,-,-,-,-,-,-
BANGALORE,2006,23.8,29.9,19.2,-,6.5,105,1,26,0,0,0
BANGALORE,2007,23.8,29.8,19.3,-,6.0,112,0,24,1,0,1
BANGALORE,2008,23.5,29.5,19.2,1253.45,5.8,142,0,45,0,0,2
BANGALORE,2009,24.0,29.8,19.5,-,5.0,113,0,36,0,0,3
BANGALORE,2010,24.1,29.7,20.0,1044.43,4.6,143,0,39,0,0,1
BANGALORE,2011,23.5,30.1,19.1,1159.30,5.5,134,0,28,0,0,0
BANGALORE,2012,24.2,30.9,19.5,716.81,5.9,89,0,17,0,0,3
BANGALORE,2013,23.9,30.4,19.6,1069.61,4.5,128,1,24,2,0,3
BANGALORE,2014,-,-,-,-,-,-,-,-,-,-,-
BANGALORE_HINDUSTAN,1942,-,-,-,-,-,-,-,-,-,-,-
BANGALORE_HINDUSTAN,1943,24.7,29.1,18.7,-,15.3,80,0,0,40,0,0
BANGALORE_HINDUSTAN,1944,23.4,28.9,18.4,-,14.9,140,1,42,57,1,0
BANGALORE_HINDUSTAN,1945,-,-,-,-,-,-,-,-,-,-,-
BANGALORE_HINDUSTAN,1961,-,-,-,-,-,-,-,-,-,-,-
BANGALORE_HINDUSTAN,1962,-,-,-,-,-,-,-,-,-,-,-
BANGALORE_HINDUSTAN,1973,-,-,-,-,-,-,-,-,-,-,-
BANGALORE_HINDUSTAN,1974,-,-,-,-,-,-,-,-,-,-,-
BANGALORE_HINDUSTAN,2008,-,-,-,-,-,-,-,-,-,-,-
BANGALORE_HINDUSTAN,2011,-,-,-,-,-,-,-,-,-,-,-
BANGALORE_HINDUSTAN,2012,-,-,-,-,-,0,0,0,0,0,0
BANGALORE_HINDUSTAN,2013,-,-,-,-,-,-,-,-,-,-,-
BANGALORE_HINDUSTAN,2014,-,-,-,-,-,-,-,-,-,-,-
BANKURA,2005,-,-,-,-,-,-,-,-,-,-,-
BANKURA,2006,-,-,-,-,-,-,-,-,-,-,-
BANKURA,2007,26.4,32.2,21.2,-,1.5,91,0,50,4,0,0
BANKURA,2008,26.1,32.4,21.2,1345.43,1.5,98,0,66,7,0,0
BANKURA,2009,26.7,33.3,21.1,-,1.5,86,0,52,6,0,0
BANKURA,2010,26.7,33.2,19.7,-,1.2,78,0,51,3,0,0
BANKURA,2011,25.7,32.2,18.6,-,1.5,106,0,58,5,0,0
BANKURA,2012,26.3,33.0,20.4,1429.25,1.8,108,0,68,10,0,0
BANKURA,2013,25.8,32.1,20.0,2128.02,1.5,103,0,61,8,0,2
BANKURA,2014,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1957,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1958,25.0,31.0,19.9,-,6.3,49,0,13,18,0,0
Bareilly,1959,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1960,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1961,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1962,24.3,28.4,19.0,-,4.3,40,1,16,14,0,0
Bareilly,1973,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1974,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1975,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1976,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1977,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1978,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1979,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1980,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1981,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1982,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1983,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1984,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1985,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1986,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1987,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1988,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1989,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1990,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1991,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1992,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1993,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1994,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1995,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1996,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1997,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1998,-,-,-,-,-,-,-,-,-,-,-
Bareilly,1999,-,-,-,-,-,-,-,-,-,-,-
Bareilly,2000,-,-,-,-,-,-,-,-,-,-,-
Bareilly,2001,-,-,-,-,-,-,-,-,-,-,-
Bareilly,2002,-,-,-,-,-,-,-,-,-,-,-
Bareilly,2003,-,-,-,-,-,-,-,-,-,-,-
Bareilly,2004,-,-,-,-,-,-,-,-,-,-,-
Bareilly,2005,-,-,-,-,-,-,-,-,-,-,-
Bareilly,2006,-,-,-,-,-,-,-,-,-,-,-
Bareilly,2007,-,-,-,-,-,-,-,-,-,-,-
Bareilly,2008,24.8,31.1,19.8,-,1.9,85,0,38,24,0,1
Bareilly,2009,25.6,32.4,19.5,-,2.2,49,0,29,30,0,0
Bareilly,2010,25.6,32.0,19.9,1198.90,1.5,70,0,31,34,0,0
Bareilly,2011,-,-,-,-,-,-,-,-,-,-,-
Bareilly,2012,-,-,-,-,-,-,-,-,-,-,-
Bareilly,2013,25.7,30.9,18.2,1592.86,1.4,62,0,20,41,0,0
Bareilly,2014,-,-,-,-,-,-,-,-,-,-,-
BARMER,1957,-,-,-,-,-,-,-,-,-,-,-
BARMER,1958,-,-,-,-,-,28,0,8,0,0,0
BARMER,1961,-,-,-,-,-,-,-,-,-,-,-
BARMER,1962,-,-,-,-,-,-,-,-,-,-,-
BARMER,1973,-,-,-,-,-,-,-,-,-,-,-
BARMER,1974,-,-,-,-,-,-,-,-,-,-,-
BARMER,1975,-,-,-,-,-,-,-,-,-,-,-
BARMER,1976,-,-,-,-,-,-,-,-,-,-,-
BARMER,1977,-,-,-,-,-,-,-,-,-,-,-
BARMER,1978,-,-,-,-,-,-,-,-,-,-,-
BARMER,1979,-,-,-,-,-,-,-,-,-,-,-
BARMER,1983,-,-,-,-,-,-,-,-,-,-,-
BARMER,1984,-,-,-,-,-,-,-,-,-,-,-
BARMER,1985,-,-,-,-,-,-,-,-,-,-,-
BARMER,1986,-,-,-,-,-,-,-,-,-,-,-
BARMER,1987,-,-,-,-,-,-,-,-,-,-,-
BARMER,1988,-,-,-,-,-,-,-,-,-,-,-
BARMER,1995,-,-,-,-,-,-,-,-,-,-,-
BARMER,2001,-,-,-,-,-,-,-,-,-,-,-
BARMER,2002,-,-,-,-,-,-,-,-,-,-,-
BARMER,2003,-,-,-,-,-,-,-,-,-,-,-
BARMER,2004,-,-,-,-,-,-,-,-,-,-,-
BARMER,2005,-,-,-,-,-,-,-,-,-,-,-
BARMER,2006,-,-,-,-,-,-,-,-,-,-,-
BARMER,2007,-,-,-,-,-,-,-,-,-,-,-
BARMER,2008,-,-,-,-,-,-,-,-,-,-,-
BARMER,2009,-,-,-,-,-,-,-,-,-,-,-
BARMER,2010,-,-,-,-,-,-,-,-,-,-,-
BARMER,2011,-,-,-,-,-,-,-,-,-,-,-
BARMER,2012,-,-,-,-,-,-,-,-,-,-,-
BARMER,2013,-,-,-,-,-,-,-,-,-,-,-
BARMER,2014,-,-,-,-,-,-,-,-,-,-,-
Belgaum_Sambra,1973,-,-,-,-,-,-,-,-,-,-,-
Belgaum_Sambra,1974,-,-,-,-,-,-,-,-,-,-,-
Belgaum_Sambra,1975,-,-,-,-,-,-,-,-,-,-,-
Belgaum_Sambra,1976,-,-,-,-,-,-,-,-,-,-,-
Belgaum_Sambra,1977,-,-,-,-,-,-,-,-,-,-,-
Belgaum_Sambra,1978,23.5,29.3,18.7,-,8.7,122,4,41,5,0,0
Belgaum_Sambra,1979,23.9,30.2,19.0,-,9.5,102,2,40,4,0,1
Belgaum_Sambra,1980,23.9,30.2,18.8,614.71,10.2,103,0,43,5,0,3
Belgaum_Sambra,1981,23.6,29.9,18.5,607.61,11.0,96,0,45,3,0,2
Belgaum_Sambra,1982,-,-,-,-,-,-,-,-,-,-,-
Belgaum_Sambra,1983,-,-,-,-,-,-,-,-,-,-,-
Belgaum_Sambra,1984,-,-,-,-,-,-,-,-,-,-,-
Belgaum_Sambra,1985,-,-,-,-,-,-,-,-,-,-,-
Belgaum_Sambra,1986,-,-,-,-,-,-,-,-,-,-,-
Belgaum_Sambra,1987,-,-,-,-,-,-,-,-,-,-,-
Belgaum_Sambra,1988,-,-,-,-,-,-,-,-,-,-,-
Belgaum_Sambra,1989,-,-,-,-,-,-,-,-,-,-,-
Belgaum_Sambra,1990,-,-,-,-,-,-,-,-,-,-,-
Belgaum_Sambra,1991,-,-,-,-,-,-,-,-,-,-,-
Belgaum_Sambra,1992,-,-,-,-,-,-,-,-,-,-,-
Belgaum_Sambra,1993,-,-,-,-,-,-,-,-,-,-,-
Belgaum_Sambra,1994,-,-,-,-,-,-,-,-,-,-,-
Belgaum_Sambra,1995,-,-,-,-,-,-,-,-,-,-,-
Belgaum_Sambra,1996,-,-,-,-,-,-,-,-,-,-,-
Belgaum_Sambra,1997,-,-,-,-,-,-,-,-,-,-,-
Belgaum_Sambra,1998,-,-,-,-,-,-,-,-,-,-,-
Belgaum_Sambra,1999,-,-,-,-,-,-,-,-,-,-,-
Belgaum_Sambra,2000,23.7,30.2,18.1,902.44,8.5,82,0,44,14,0,0
Belgaum_Sambra,2001,24.0,30.4,18.4,604.03,8.5,104,1,27,7,0,0
Belgaum_Sambra,2002,-,-,-,-,-,-,-,-,-,-,-
Belgaum_Sambra,2003,24.6,31.1,18.9,582.91,8.8,92,0,22,10,0,0
Belgaum_Sambra,2004,24.0,30.7,18.3,870.97,9.5,101,0,27,7,0,0
Belgaum_Sambra,2005,-,-,-,-,-,-,-,-,-,-,-
Belgaum_Sambra,2006,23.9,30.2,18.3,1215.91,9.5,118,0,36,3,1,0
Belgaum_Sambra,2007,23.9,30.3,18.5,1233.71,8.1,110,0,34,7,1,0
Belgaum_Sambra,2008,23.6,30.1,18.0,992.60,7.5,103,0,44,18,0,0
Belgaum_Sambra,2009,24.2,30.7,18.4,1237.47,7.6,116,0,56,2,0,1
Belgaum_Sambra,2010,24.3,30.7,18.7,1173.64,6.6,103,0,37,19,0,0
Belgaum_Sambra,2011,23.5,30.7,17.4,950.67,7.6,111,0,36,13,0,1
Belgaum_Sambra,2012,23.8,31.3,17.4,699.77,8.3,90,0,24,14,0,0
Belgaum_Sambra,2013,23.7,30.9,17.6,965.95,8.5,111,0,26,5,1,1
Belgaum_Sambra,2014,-,-,-,-,-,-,-,-,-,-,-
Bhopal_Bairagarh,1957,-,-,-,-,-,-,-,-,-,-,-
Bhopal_Bairagarh,1958,24.9,-,-,-,12.3,65,0,31,2,0,0
Bhopal_Bairagarh,1961,-,-,-,-,-,-,-,-,-,-,-
Bhopal_Bairagarh,1962,-,-,-,-,-,-,-,-,-,-,-
Bhopal_Bairagarh,1973,-,-,-,-,-,-,-,-,-,-,-
Bhopal_Bairagarh,1974,-,-,-,-,-,-,-,-,-,-,-
Bhopal_Bairagarh,1975,-,-,-,-,-,-,-,-,-,-,-
Bhopal_Bairagarh,1976,-,-,-,-,-,-,-,-,-,-,-
Bhopal_Bairagarh,1977,-,-,-,-,-,-,-,-,-,-,-
Bhopal_Bairagarh,1978,25.0,31.2,18.9,-,16.3,104,2,54,8,0,3
Bhopal_Bairagarh,1979,-,-,-,-,-,-,-,-,-,-,-
Bhopal_Bairagarh,1980,-,-,-,-,-,-,-,-,-,-,-
Bhopal_Bairagarh,1981,25.2,31.2,19.2,-,14.3,88,1,32,5,1,0
Bhopal_Bairagarh,1982,25.0,30.6,19.3,1063.26,13.0,77,0,36,8,0,0
Bhopal_Bairagarh,1983,24.7,30.7,18.5,1305.84,11.9,78,0,46,2,0,0
Bhopal_Bairagarh,1984,25.2,31.1,18.7,882.92,13.4,72,0,18,3,0,1
Bhopal_Bairagarh,1985,-,-,-,-,-,-,-,-,-,-,-
Bhopal_Bairagarh,1986,-,-,-,-,-,-,-,-,-,-,-
Bhopal_Bairagarh,1987,25.8,32.2,19.2,915.40,14.1,67,0,41,3,1,0
Bhopal_Bairagarh,1988,-,-,-,-,-,-,-,-,-,-,-
Bhopal_Bairagarh,1989,-,-,-,-,-,-,-,-,-,-,-
Bhopal_Bairagarh,1990,-,-,-,-,-,-,-,-,-,-,-
Bhopal_Bairagarh,1991,25.3,31.4,-,1554.99,-,62,0,26,5,0,0
Bhopal_Bairagarh,1992,-,-,-,-,-,-,-,-,-,-,-
Bhopal_Bairagarh,1993,-,-,-,-,-,-,-,-,-,-,-
Bhopal_Bairagarh,1994,-,-,-,-,-,-,-,-,-,-,-
Bhopal_Bairagarh,1995,-,-,-,-,-,-,-,-,-,-,-
Bhopal_Bairagarh,1996,25.5,32.0,18.8,1346.93,10.2,80,0,29,8,0,0
Bhopal_Bairagarh,1997,24.5,30.4,18.7,1228.62,11.3,104,0,50,23,0,0
Bhopal_Bairagarh,1998,-,-,-,-,-,-,-,-,-,-,-
Bhopal_Bairagarh,1999,25.1,31.3,18.6,-,11.3,98,0,42,4,0,0
Bhopal_Bairagarh,2000,-,-,-,-,-,-,-,-,-,-,-
Bhopal_Bairagarh,2001,25.5,32.2,18.9,-,10.9,93,0,38,4,0,1
Bhopal_Bairagarh,2002,-,-,-,-,-,-,-,-,-,-,-
Bhopal_Bairagarh,2003,25.8,32.2,19.5,1194.86,8.9,95,0,40,7,0,0
Bhopal_Bairagarh,2004,25.8,32.4,19.4,504.68,9.6,70,0,40,6,0,9
Bhopal_Bairagarh,2005,-,-,-,-,-,-,-,-,-,-,-
Bhopal_Bairagarh,2006,25.4,32.1,19.6,1850.41,11.1,85,0,34,0,0,2
Bhopal_Bairagarh,2007,25.3,32.3,19.3,-,11.0,79,0,42,0,0,0
Bhopal_Bairagarh,2008,25.1,32.2,18.9,720.07,11.1,72,0,34,1,0,8
Bhopal_Bairagarh,2009,26.0,32.8,20.0,1112.01,10.8,70,0,40,15,0,2
Bhopal_Bairagarh,2010,26.0,32.6,20.1,784.62,10.3,83,0,41,12,0,5
Bhopal_Bairagarh,2011,25.2,31.9,19.2,1213.10,11.0,76,0,37,1,0,2
Bhopal_Bairagarh,2012,25.1,31.9,19.0,1101.84,10.8,74,0,32,2,0,0
Bhopal_Bairagarh,2013,24.7,31.1,19.1,1368.03,11.4,92,0,34,7,0,2
Bhopal_Bairagarh,2014,-,-,-,-,-,-,-,-,-,-,-
Bhubaneswar,1957,-,-,-,-,-,-,-,-,-,-,-
Bhubaneswar,1958,27.3,33.0,23.3,2084.59,13.0,86,0,49,1,0,0
Bhubaneswar,1961,-,-,-,-,-,-,-,-,-,-,-
Bhubaneswar,1962,-,-,-,-,-,-,-,-,-,-,-
Bhubaneswar,1973,-,-,-,-,-,-,-,-,-,-,-
Bhubaneswar,1974,-,-,-,-,-,-,-,-,-,-,-
Bhubaneswar,1975,-,-,-,-,-,-,-,-,-,-,-
Bhubaneswar,1976,-,-,-,-,-,-,-,-,-,-,-
Bhubaneswar,1977,-,-,-,-,-,-,-,-,-,-,-
Bhubaneswar,1978,27.1,32.2,22.6,-,12.7,110,1,79,4,0,4
Bhubaneswar,1979,-,-,-,-,-,81,0,73,8,0,1
Bhubaneswar,1980,27.4,32.8,22.8,1767.92,12.9,103,1,97,7,0,2
Bhubaneswar,1981,27.0,32.2,22.1,1498.13,11.6,90,2,67,5,0,1
Bhubaneswar,1982,-,-,-,-,-,-,-,-,-,-,-
Bhubaneswar,1983,-,-,-,-,-,-,-,-,-,-,-
Bhubaneswar,1984,-,-,-,-,-,-,-,-,-,-,-
Bhubaneswar,1985,-,-,-,-,-,-,-,-,-,-,-
Bhubaneswar,1986,-,-,-,-,-,-,-,-,-,-,-
Bhubaneswar,1987,27.2,32.6,22.4,912.12,10.2,98,0,62,1,0,0
Bhubaneswar,1988,-,-,-,-,-,-,-,-,-,-,-
Bhubaneswar,1989,-,-,-,-,-,-,-,-,-,-,-
Bhubaneswar,1990,-,-,-,-,-,-,-,-,-,-,-
Bhubaneswar,1991,26.9,32.6,22.0,2598.14,14.9,106,0,62,7,0,0
Bhubaneswar,1992,26.6,32.4,21.6,1819.14,13.5,96,1,53,7,1,0
Bhubaneswar,1993,26.8,32.8,21.9,1964.90,13.7,89,0,65,5,1,2
Bhubaneswar,1994,26.8,32.7,22.1,1636.00,13.1,109,0,58,4,0,1
Bhubaneswar,1995,26.7,32.3,22.3,2203.73,12.4,117,0,70,9,0,2
Bhubaneswar,1996,27.0,33.1,22.0,1198.64,12.5,90,0,40,3,0,1
Bhubaneswar,1997,27.0,32.9,22.2,1877.06,11.3,100,0,62,20,0,0
Bhubaneswar,1998,27.1,32.8,22.9,1837.17,10.8,114,0,79,5,0,0
Bhubaneswar,1999,-,-,-,-,-,-,-,-,-,-,-
Bhubaneswar,2000,26.8,32.9,22.0,-,9.1,80,0,60,10,0,0
Bhubaneswar,2001,26.9,33.1,22.3,-,9.4,107,0,73,13,0,1
Bhubaneswar,2002,-,-,-,-,-,-,-,-,-,-,-
Bhubaneswar,2003,26.7,32.8,22.6,1818.10,8.9,115,0,66,13,0,0
Bhubaneswar,2004,27.0,33.3,22.3,1031.78,9.5,89,0,61,14,0,0
Bhubaneswar,2005,-,-,-,-,-,-,-,-,-,-,-
Bhubaneswar,2006,27.3,33.4,22.5,-,10.4,101,0,67,9,1,1
Bhubaneswar,2007,26.9,33.0,22.5,-,10.9,100,1,63,12,0,0
Bhubaneswar,2008,26.7,32.8,22.3,1883.35,11.1,113,0,71,24,0,0
Bhubaneswar,2009,27.6,34.0,22.9,-,10.4,97,0,56,36,0,0
Bhubaneswar,2010,27.5,33.4,23.2,1665.96,11.0,96,0,50,36,0,1
Bhubaneswar,2011,26.8,33.1,22.1,1661.67,9.5,104,0,72,25,0,0
Bhubaneswar,2012,27.3,33.7,22.3,1734.74,10.4,109,0,59,21,0,0
Bhubaneswar,2013,27.0,33.2,22.1,1644.39,10.0,116,0,86,26,0,0
Bhubaneswar,2014,-,-,-,-,-,-,-,-,-,-,-
Bhuj-Rudramata,1957,-,-,-,-,-,-,-,-,-,-,-
Bhuj-Rudramata,1958,26.1,32.8,21.3,269.94,10.3,28,0,7,0,0,0
Bhuj-Rudramata,1961,-,-,-,-,-,-,-,-,-,-,-
Bhuj-Rudramata,1962,-,-,-,-,-,-,-,-,-,-,-
Bhuj-Rudramata,1973,-,-,-,-,-,-,-,-,-,-,-
Bhuj-Rudramata,1974,-,-,-,-,-,-,-,-,-,-,-
Bhuj-Rudramata,1975,-,-,-,-,-,-,-,-,-,-,-
Bhuj-Rudramata,1976,-,-,-,-,-,-,-,-,-,-,-
Bhuj-Rudramata,1977,-,-,-,-,-,-,-,-,-,-,-
Bhuj-Rudramata,1978,26.4,33.8,19.4,-,-,55,1,11,2,0,1
Bhuj-Rudramata,1979,26.3,33.8,19.5,-,12.0,47,3,20,1,0,1
Bhuj-Rudramata,1980,-,-,-,-,-,-,-,-,-,-,-
Bhuj-Rudramata,1981,-,-,-,-,-,-,-,-,-,-,-
Bhuj-Rudramata,1982,-,-,-,-,-,-,-,-,-,-,-
Bhuj-Rudramata,1983,-,-,-,-,-,-,-,-,-,-,-
Bhuj-Rudramata,1984,-,-,-,-,-,-,-,-,-,-,-
Bhuj-Rudramata,1985,-,-,-,-,-,-,-,-,-,-,-
Bhuj-Rudramata,1986,-,-,-,-,-,-,-,-,-,-,-
Bhuj-Rudramata,1987,-,-,-,-,-,-,-,-,-,-,-
Bhuj-Rudramata,1988,-,-,-,-,-,-,-,-,-,-,-
Bhuj-Rudramata,1989,-,-,-,-,-,-,-,-,-,-,-
Bhuj-Rudramata,1990,-,-,-,-,-,-,-,-,-,-,-
Bhuj-Rudramata,1991,26.6,34.5,19.3,69.33,9.8,13,0,2,0,0,0
Bhuj-Rudramata,1992,-,-,-,-,-,-,-,-,-,-,-
Bhuj-Rudramata,1993,27.5,35.3,-,395.96,10.7,22,0,12,0,0,0
Bhuj-Rudramata,1994,25.8,33.5,18.9,508.23,8.9,42,1,14,0,0,2
Bhuj-Rudramata,1995,26.6,35.1,19.1,96.75,9.6,23,0,9,0,0,0
Bhuj-Rudramata,1996,26.7,35.5,19.0,79.74,9.9,16,0,1,0,0,0
Bhuj-Rudramata,1997,26.3,33.5,19.4,339.09,8.8,22,0,11,0,0,1
Bhuj-Rudramata,1998,-,-,-,-,-,-,-,-,-,-,-
Bhuj-Rudramata,1999,-,-,-,-,-,-,-,-,-,-,-
Bhuj-Rudramata,2000,-,-,-,-,-,-,-,-,-,-,-
Bhuj-Rudramata,2001,-,-,-,-,-,-,-,-,-,-,-
Bhuj-Rudramata,2002,-,-,-,-,-,-,-,-,-,-,-
Bhuj-Rudramata,2003,-,-,-,-,-,-,-,-,-,-,-
Bhuj-Rudramata,2004,27.6,33.9,22.0,228.83,7.4,25,1,10,5,1,0
Bhuj-Rudramata,2005,-,-,-,-,-,-,-,-,-,-,-
Bhuj-Rudramata,2006,27.2,33.2,22.0,611.39,7.3,29,0,10,12,0,0
Bhuj-Rudramata,2007,27.3,33.5,21.7,662.71,6.6,37,0,12,3,0,4
Bhuj-Rudramata,2008,26.8,33.2,21.2,247.89,7.9,29,0,8,6,0,0
Bhuj-Rudramata,2009,27.5,34.2,22.0,448.07,6.3,21,0,9,7,0,0
Bhuj-Rudramata,2010,27.4,34.1,21.9,922.78,4.8,47,0,19,13,0,0
Bhuj-Rudramata,2011,27.0,33.5,20.9,703.58,5.1,44,0,17,4,0,2
Bhuj-Rudramata,2012,26.9,33.8,20.2,209.05,3.9,19,0,9,3,0,0
Bhuj-Rudramata,2013,27.1,34.0,21.4,541.51,3.4,25,0,12,1,0,0
Bhuj-Rudramata,2014,-,-,-,-,-,-,-,-,-,-,-
BIKANER,1957,-,-,-,-,-,-,-,-,-,-,-
BIKANER,1958,-,-,-,-,-,25,0,9,5,0,1
BIKANER,1961,-,-,-,-,-,-,-,-,-,-,-
BIKANER,1962,-,-,-,-,-,-,-,-,-,-,-
BIKANER,1973,-,-,-,-,-,-,-,-,-,-,-
BIKANER,1974,26.6,33.6,18.5,-,4.5,33,0,15,2,0,1
BIKANER,1975,25.6,32.7,17.8,-,4.5,47,2,26,3,0,1
BIKANER,1976,-,-,-,-,-,-,-,-,-,-,-
BIKANER,1977,26.2,33.6,19.0,-,-,34,0,31,3,0,2
BIKANER,1978,26.2,33.6,18.8,400.58,5.1,41,0,35,5,0,0
BIKANER,1979,26.4,33.8,19.0,-,5.3,39,1,34,6,0,3
BIKANER,1980,26.9,34.4,19.3,253.75,5.1,36,0,33,8,1,1
BIKANER,1981,-,-,-,-,-,-,-,-,-,-,-
BIKANER,1982,25.8,32.7,18.8,453.89,4.4,35,0,36,6,0,2
BIKANER,1983,-,-,-,-,-,27,0,40,1,0,1
BIKANER,1984,26.3,33.9,18.4,214.39,5.0,17,0,18,1,0,2
BIKANER,1985,26.9,34.2,19.2,275.85,5.5,21,0,9,4,0,0
BIKANER,1986,-,-,-,-,-,-,-,-,-,-,-
BIKANER,1987,-,-,-,-,-,-,-,-,-,-,-
BIKANER,1988,-,-,-,-,-,-,-,-,-,-,-
BIKANER,1989,-,-,-,-,-,-,-,-,-,-,-
BIKANER,1990,-,-,-,-,-,-,-,-,-,-,-
BIKANER,1991,-,-,-,-,-,-,-,-,-,-,-
BIKANER,1992,-,-,-,-,-,-,-,-,-,-,-
BIKANER,1993,-,-,-,-,-,14,0,15,2,0,1
BIKANER,1994,26.4,34.5,-,1162.31,3.2,23,1,19,3,0,1
BIKANER,1995,26.7,34.7,20.5,376.95,3.5,25,0,24,4,0,1
BIKANER,1996,26.0,34.5,19.7,311.92,3.4,27,0,27,1,0,0
BIKANER,1997,-,-,-,-,-,-,-,-,-,-,-
BIKANER,1998,-,-,-,-,-,-,-,-,-,-,-
BIKANER,1999,-,-,-,-,-,-,-,-,-,-,-
BIKANER,2000,-,-,-,-,-,-,-,-,-,-,-
BIKANER,2001,-,-,-,-,-,-,-,-,-,-,-
BIKANER,2002,-,-,-,-,-,-,-,-,-,-,-
BIKANER,2003,27.0,34.5,18.5,288.79,6.4,35,0,25,14,0,1
BIKANER,2004,-,-,-,-,-,-,-,-,-,-,-
BIKANER,2005,-,-,-,-,-,-,-,-,-,-,-
BIKANER,2006,27.9,35.2,21.4,-,5.4,26,0,18,11,0,1
