some statistics on the price of rice grouped by (day,year)

library(plyr)

> ddply(d, as.character(list('year','day','product')), function(x)data.frame(mean=mean(x$price),stdev=sd(x$price)) )
     year  day product      mean     stdev
213  2005  213    Rice  593.8519  898.804150
214  2005  214    Rice  480.5769  774.534398
215  2005  215    Rice  480.5200  794.141314
216  2005  216    Rice  513.4167  794.234273
217  2005  217    Rice  481.6429  749.365866
218  2005  218    Rice  509.8800  796.519634
219  2005  219    Rice  225.7500  179.540850
220  2005  220    Rice  879.9565 1127.992605
221  2005  221    Rice  664.4000  956.820186
222  2005  222    Rice  665.2857  995.444247
223  2005  223    Rice  570.3103  876.943438
224  2005  224    Rice  676.5833  943.556358
225  2005  225    Rice  714.1667 1071.489796
226  2005  226    Rice  225.7500  179.540850
227  2005  227    Rice   51.5000    9.192388
228  2005  228    Rice  469.3333  723.033234
229  2005  229    Rice  603.7000  858.760339
230  2005  230    Rice  508.5600  797.286287
231  2005  231    Rice  580.7619  838.984440
232  2005  232    Rice  586.4583  809.392417
233  2005  233    Rice  215.0000  151.320851
234  2005  234    Rice  512.7333  726.883235
235  2005  235    Rice  613.6154  892.923740
236  2005  236    Rice  580.2222  773.954050
237  2005  237    Rice  537.3571  745.479871
238  2005  238    Rice  671.8000  853.092184
239  2005  239    Rice  672.0526  896.844807
240  2005  240    Rice  882.7500 1398.903469
241  2005  241    Rice  723.3793  965.166877
242  2005  242    Rice  657.5556  896.267789
243  2005  243    Rice  655.9600  917.593478
244  2005  244    Rice  573.4231  771.078267
245  2005  245    Rice  528.0968  721.417002
246  2005  246    Rice  474.2917  604.382148
247  2005  247    Rice  930.2500 1367.944535
248  2005  248    Rice  588.8519  752.414508
249  2005  249    Rice  580.6774  834.219651
250  2005  250    Rice  609.4800  914.119983
251  2005  251    Rice  454.7500  666.168453
252  2005  252    Rice  626.5000  880.665678
253  2005  253    Rice  676.5294  907.575969
254  2005  254    Rice  726.3333 1111.050974
255  2005  255    Rice  576.0769  768.764719
256  2005  256    Rice  608.6667  892.336604
257  2005  257    Rice  497.6538  779.677366
258  2005  258    Rice  519.2500  809.249478
259  2005  259    Rice  782.8065 1039.998026
260  2005  260    Rice  657.2174  968.069210
261  2005  261    Rice  897.0000 1216.866776
262  2005  262    Rice  592.2333  867.200080
263  2005  263    Rice  445.6957  609.511014
264  2005  264    Rice  543.0625  849.993963
265  2005  265    Rice  493.5714  758.372889
266  2005  266    Rice  611.3846  921.047624
267  2005  267    Rice  735.4091  958.574222
268  2005  268    Rice  677.7143 1038.275447
269  2005  269    Rice  572.7879  817.568337
270  2005  270    Rice  630.0000  905.870216
271  2005  271    Rice  470.7778  675.241464
272  2005  272    Rice  576.5500  867.685456
273  2005  273    Rice  518.9231  761.589912
274  2005  274    Rice  451.5455  604.697227
275  2005  275    Rice  629.5714 1038.979444
276  2005  276    Rice  434.7727  593.856799
277  2005  277    Rice  540.3462  752.896696
278  2005  278    Rice  478.4516  700.881485
279  2005  279    Rice  326.1600  201.717558
280  2005  280    Rice  424.7308  554.694262
281  2005  281    Rice  392.5882  281.834849
282  2005  282    Rice  167.7500  114.924250
283  2005  283    Rice  375.9000  279.034625
284  2005  284    Rice  407.2222  388.362839
285  2005  285    Rice  198.2500  111.275559
286  2005  286    Rice  435.8889  673.355241
287  2005  287    Rice  419.4231  564.386405
288  2005  288    Rice  529.0000  779.503314
289  2005  289    Rice  844.8000 1190.402994
290  2005  290    Rice  573.4667  828.633804
291  2005  291    Rice  585.4138  857.985702
292  2005  292    Rice  432.3448  535.700961
293  2005  293    Rice  525.3333  779.771966
294  2005  294    Rice  445.5714  564.753006
295  2005  295    Rice  477.3810  634.407084
296  2005  296    Rice  280.3333  204.491239
297  2005  297    Rice  657.1250  916.946080
298  2005  298    Rice  377.3077  581.641867
299  2005  299    Rice  330.9231  281.577119
300  2005  300    Rice  363.1538  574.177094
301  2005  301    Rice  395.3846  562.327028
302  2005  302    Rice  769.1364 1081.574218
303  2005  303    Rice  627.6667  916.063726
304  2005  304    Rice  429.1739  591.708363
305  2005  305    Rice  280.5556  215.190678
306  2005  306    Rice  429.5455  610.837811
307  2005  307    Rice  569.3478  822.839574
308  2005  308    Rice  581.6250 1008.889480
309  2005  309    Rice  424.6957  593.342415
310  2005  310    Rice  265.0000  166.597891
311  2005  311    Rice  244.5000  174.572775
312  2005  312    Rice  438.9412  682.627962
313  2005  313    Rice  556.2069  868.337837
314  2005  314    Rice  500.2917  797.192382
315  2005  315    Rice  521.4762  846.616538
316  2005  316    Rice  439.5882  693.327399
317  2005  317    Rice  404.5000  433.876365
318  2005  318    Rice  635.5652  962.715375
319  2005  319    Rice  698.0714 1011.783609
320  2005  320    Rice  557.8750  789.095978
321  2005  321    Rice  563.3913  806.328139
322  2005  322    Rice  673.7241  953.812047
323  2005  323    Rice  567.5000  776.915195
324  2005  324    Rice  217.1667  202.097419
325  2005  325    Rice  553.0645  847.190610
326  2005  326    Rice  494.5333  717.800939
327  2005  327    Rice  505.7097  699.038349
328  2005  328    Rice  399.9231  575.122799
329  2005  329    Rice  420.5625  530.622151
330  2005  330    Rice  430.6000  588.515505
331  2005  331    Rice  294.8750  147.280527
332  2005  332    Rice  528.0000  785.057159
333  2005  333    Rice  504.7576  693.828736
334  2005  334    Rice  519.7419  696.262593
335  2005  335    Rice  500.1471  675.168537
336  2005  336    Rice  501.0000  704.752486
337  2005  337    Rice  588.9688  822.005788
338  2005  338    Rice  717.7143 1024.993449
339  2005  339    Rice  549.0857  797.535556
340  2005  340    Rice  384.7143  511.275945
341  2005  341    Rice  400.4737  498.118608
342  2005  342    Rice  395.3529  498.334431
343  2005  343    Rice  387.1765  503.290474
344  2005  344    Rice  558.5000  821.115023
345  2005  345    Rice  305.3333  182.447938
346  2005  346    Rice  470.3158  636.507409
347  2005  347    Rice  365.1026  474.290872
348  2005  348    Rice  353.8250  484.701541
349  2005  349    Rice  466.8485  689.524343
350  2005  350    Rice  448.6667  663.551354
351  2005  351    Rice  393.8065  527.263022
352  2005  352    Rice  335.0909  316.901074
353  2005  353    Rice  427.9062  702.884305
354  2005  354    Rice  337.9375  518.452906
355  2005  355    Rice  484.4118  812.260300
356  2005  356    Rice  431.6452  702.568315
357  2005  357    Rice  540.8667  854.457430
358  2005  358    Rice  467.7778  749.279363
359  2005  359    Rice  312.0000  312.990415
360  2005  360    Rice  547.4839  853.862513
361  2005  361    Rice  358.2188  503.334733
362  2005  362    Rice  393.4054  648.320628
363  2005  363    Rice  425.5405  660.411092
364  2005  364    Rice  486.4054  774.212950
365  2005  365    Rice  645.4167  936.463358
366  2006    1    Rice  237.9167  157.142355
367  2006    2    Rice  532.0556  784.922342
368  2006    3    Rice  473.7429  664.412449
369  2006    4    Rice  605.8378  854.473929
370  2006    5    Rice  666.1935  928.099291
371  2006    6    Rice  695.4857  971.088424
372  2006    7    Rice  743.5556 1024.118616
373  2006    8    Rice  474.9375  729.649730
374  2006    9    Rice  574.8462  839.114274
375  2006   10    Rice  664.5128  929.394140
376  2006   11    Rice  789.5000 1156.570511
377  2006   12    Rice  715.2188  992.709220
378  2006   13    Rice  669.2222  937.457903
379  2006   14    Rice  716.7826 1054.376376
380  2006   15    Rice  835.4286 1197.038957
381  2006   16    Rice  656.3684  943.701379
382  2006   17    Rice  543.1500  841.424206
383  2006   18    Rice  611.2683  919.195192
384  2006   19    Rice  498.4000  670.718456
385  2006   20    Rice  573.8780  835.679221
386  2006   21    Rice  610.8205  846.598640
387  2006   22    Rice  466.1250  691.657321
388  2006   23    Rice  447.5600  573.276553
389  2006   24    Rice  500.2308  759.710972
390  2006   25    Rice  553.0976  834.664538
391  2006   26    Rice  656.7500  934.672741
392  2006   27    Rice  544.8718  752.247096
393  2006   28    Rice  597.0270  871.769703
394  2006   29    Rice  240.6154  111.196926
395  2006   30    Rice  443.0488  624.457803
396  2006   31    Rice  452.1622  655.677619
397  2006   32    Rice  642.9474  900.085009
398  2006   33    Rice  669.3333  915.994530
399  2006   34    Rice  631.3333  829.816321
400  2006   35    Rice  616.4737  850.448204
401  2006   36    Rice  260.8667  164.579927
402  2006   37    Rice  565.8293  822.885196
403  2006   38    Rice  491.5135  620.086581
404  2006   39    Rice  444.0698  570.220692
405  2006   40    Rice  602.2353  849.357885
406  2006   41    Rice  550.8947  730.853510
407  2006   42    Rice  546.1667  783.163966
408  2006   43    Rice  548.9231  744.685668
409  2006   44    Rice  602.4333  793.309118
410  2006   45    Rice  473.3636  630.032530
411  2006   46    Rice  519.8000  751.252711
412  2006   47    Rice  503.8611  603.914098
413  2006   48    Rice  338.1333  227.646691
414  2006   49    Rice  563.5294  764.742152
415  2006   50    Rice  572.6154  676.455411
416  2006   51    Rice  384.0000  450.278298
417  2006   52    Rice  413.8333  471.776400
418  2006   53    Rice  367.1333  531.595434
419  2006   54    Rice  442.3750  662.586659
420  2006   55    Rice  483.0000  687.715784
421  2006   56    Rice  501.9643  679.917069
422  2006   57    Rice  313.0909  185.635910
423  2006   58    Rice  473.4000  707.357959
424  2006   59    Rice  442.4412  640.644240
425  2006   60    Rice  473.6765  639.252012
426  2006   61    Rice  518.1250  667.804673
427  2006   62    Rice  496.6129  665.153299
428  2006   63    Rice  496.9643  683.599812
429  2006   64    Rice  463.2143  632.165531
430  2006   65    Rice  422.2188  510.417143
431  2006   66    Rice  581.5758  778.408795
432  2006   67    Rice  528.0857  754.857383
433  2006   68    Rice  471.6970  639.706206
434  2006   69    Rice  457.0606  641.723653
435  2006   70    Rice  572.3810  774.033428
436  2006   71    Rice  555.4615  674.709643
437  2006   72    Rice  470.5926  554.934941
438  2006   73    Rice  466.7273  263.826872
439  2006   74    Rice  367.8571  281.294222
440  2006   75    Rice  657.1923  850.944088
441  2006   76    Rice  495.8000  665.417339
442  2006   77    Rice  429.3333  503.162232
443  2006   78    Rice  318.0909  157.182985
444  2006   79    Rice  407.0385  551.622442
445  2006   80    Rice  350.7059  295.149277
446  2006   81    Rice  287.3214  172.391040
447  2006   82    Rice  485.6207  676.659464
448  2006   83    Rice  549.2667  818.654276
449  2006   84    Rice  496.3600  731.764186
450  2006   85    Rice  744.5455 1038.080957
451  2006   86    Rice  489.2121  644.770296
452  2006   87    Rice  493.5172  676.162788
453  2006   88    Rice  402.4194  545.338352
454  2006   89    Rice  361.2667  526.780981
455  2006   90    Rice  578.6250  785.893605
456  2006   91    Rice  502.4286  683.131159
457  2006   92    Rice  732.6429  932.451492
458  2006   93    Rice  590.0357  846.748355
459  2006   94    Rice  572.7419  810.301177
460  2006   95    Rice  518.7000  724.500073
461  2006   96    Rice  467.3684  657.689745
462  2006   97    Rice  509.9062  694.263284
463  2006   98    Rice  706.2222  960.632577
464  2006   99    Rice  715.9167  994.772560
465  2006  100    Rice  637.2571  857.717125
466  2006  101    Rice  710.0769  950.686985
467  2006  102    Rice  621.2581  794.043994
468  2006  103    Rice  695.7600  999.941010
469  2006  104    Rice  860.9333 1070.553026
470  2006  105    Rice  571.6923  771.730926
471  2006  106    Rice  327.9000  191.729816
472  2006  107    Rice  441.4138  556.442881
473  2006  108    Rice  533.0000  659.952344
474  2006  109    Rice  476.2778  628.624013
475  2006  110    Rice  424.5333  537.240955
476  2006  111    Rice  438.7143  567.084216
477  2006  112    Rice  436.5357  571.326299
478  2006  113    Rice  393.2500  308.769736
479  2006  114    Rice  441.6071  563.310015
480  2006  115    Rice  503.1786  694.407984
481  2006  116    Rice  479.4333  677.167462
482  2006  117    Rice  429.0769  580.970975
483  2006  118    Rice  423.3667  555.502350
484  2006  119    Rice  535.3462  716.002846
485  2006  120    Rice  782.0000 1082.815466
486  2006  121    Rice  626.6667  906.224796
487  2006  122    Rice  418.7241  537.641802
488  2006  123    Rice  342.8519  208.006417
489  2006  124    Rice  347.8889  221.977881
490  2006  125    Rice  430.7333  536.551629
491  2006  126    Rice  418.4444  572.943636
492  2006  127    Rice  493.7500  671.409660
493  2006  128    Rice  504.4643  693.562488
494  2006  129    Rice  545.9615  713.709099
495  2006  130    Rice  485.6552  686.946779
496  2006  131    Rice  609.4074  855.176197
497  2006  132    Rice  577.7931  830.999630
498  2006  133    Rice  443.3333  673.963256
499  2006  134    Rice  273.1250  138.534614
500  2006  135    Rice  500.8710  661.003719
501  2006  136    Rice  503.0345  685.506147
502  2006  137    Rice  496.0690  694.567642
503  2006  138    Rice  488.0690  732.063128
504  2006  139    Rice  504.6296  757.763112
505  2006  140    Rice  484.1034  674.935412
506  2006  141    Rice  312.2727  143.095836
507  2006  142    Rice  457.5000  668.089647
508  2006  143    Rice  478.6071  693.218652
509  2006  144    Rice  406.5312  536.760233
510  2006  145    Rice  317.7188  231.247143
511  2006  146    Rice  440.0667  547.131765
512  2006  147    Rice  615.3103  824.640922
513  2006  148    Rice  523.4000  740.642694
514  2006  149    Rice  617.0385  875.068888
515  2006  150    Rice  500.2500  686.446870
516  2006  151    Rice  541.5806  671.020406
517  2006  152    Rice  530.0357  745.824201
518  2006  153    Rice  495.4194  664.109217
519  2006  154    Rice  541.3889  745.872616
520  2006  155    Rice  296.5556  146.058303
521  2006  156    Rice  502.0882  670.616061
522  2006  157    Rice  636.5588  865.507460
523  2006  158    Rice  610.4545  861.229865
524  2006  159    Rice  551.6389  752.174036
525  2006  160    Rice  495.0606  652.849855
526  2006  161    Rice  486.3214  696.242032
527  2006  162    Rice  456.8571  627.602135
528  2006  163    Rice  536.2857  693.995296
529  2006  164    Rice  505.0000  720.447131
530  2006  165    Rice  510.0323  705.389891
531  2006  166    Rice  492.5405  666.313848
532  2006  167    Rice  307.0714  228.868057
533  2006  168    Rice  282.3214  203.857258
534  2006  169    Rice  279.2222  155.994213
535  2006  170    Rice  592.5000  823.690437
536  2006  171    Rice  517.6207  680.759157
537  2006  172    Rice  510.1250  700.907189
538  2006  173    Rice  463.5385  609.666425
539  2006  174    Rice  573.3750  785.747507
540  2006  175    Rice  523.4615  711.959899
541  2006  176    Rice  310.9000  160.148854
542  2006  177    Rice  515.3448  677.185946
543  2006  178    Rice  708.8710  913.945357
544  2006  179    Rice  535.8333  720.157650
545  2006  180    Rice  599.6452  798.178449
546  2006  181    Rice  514.5161  716.703885
547  2006  182    Rice  489.1212  646.611783
548  2006  183    Rice  342.7500  332.963041
549  2006  184    Rice  384.6765  481.364142
550  2006  185    Rice  477.4688  694.025517
551  2006  186    Rice  411.4324  475.146325
552  2006  187    Rice  477.1212  626.589965
553  2006  188    Rice  575.9355  790.355951
554  2006  189    Rice  398.4783  601.615694
555  2006  190    Rice  584.3333  799.922420
556  2006  191    Rice  365.6129  213.611591
557  2006  192    Rice  424.0000  551.320946
558  2006  193    Rice  522.7586  724.212511
559  2006  194    Rice  485.4375  700.610929
560  2006  195    Rice  538.0667  717.426432
561  2006  196    Rice  580.6286  788.125292
562  2006  197    Rice  600.0000  869.275816
563  2006  198    Rice  561.8519  756.477805
564  2006  199    Rice  495.7353  685.966839
565  2006  200    Rice  542.3333  764.541020
566  2006  201    Rice  538.6341  707.041398
567  2006  202    Rice  578.7027  733.386357
568  2006  203    Rice  656.7419  871.882866
569  2006  204    Rice  305.5000  159.811173
570  2006  205    Rice  587.0286  767.173440
571  2006  206    Rice  546.3429  792.411507
572  2006  207    Rice  501.3235  674.575230
573  2006  208    Rice  431.5172  540.492872
574  2006  209    Rice  525.0323  666.950447
575  2006  210    Rice  455.1000  491.993787
576  2006  211    Rice  286.8333   92.711200
577  2006  212    Rice  496.2500  663.480607
578  2006  213    Rice  549.0000  749.796380
579  2006  214    Rice  469.4324  620.709609
580  2006  215    Rice  495.6389  628.961100
581  2006  216    Rice  501.9189  634.482527
582  2006  217    Rice  487.1562  661.155933
583  2006  218    Rice  532.1818  754.775174
584  2006  219    Rice  524.4242  652.145595
585  2006  220    Rice  505.9355  672.688384
586  2006  221    Rice  490.4857  640.591196
587  2006  222    Rice  525.6364  665.129208
588  2006  223    Rice  551.9286  699.256162
589  2006  224    Rice  361.4800  198.671236
590  2006  225    Rice  580.0714  743.494603
591  2006  226    Rice  452.0000  474.225825
592  2006  227    Rice  267.3333   98.723980
593  2006  228    Rice  385.8000  217.330357
594  2006  229    Rice  432.8000  504.800065
595  2006  230    Rice  448.3529  510.606228
596  2006  231    Rice  527.5588  642.811259
597  2006  232    Rice  728.8750  900.349182
598  2006  233    Rice  516.3158  608.885695
599  2006  234    Rice  389.8125  222.801291
600  2006  235    Rice  426.7250  471.543238
601  2006  236    Rice  461.0000  488.650352
602  2006  237    Rice  392.8710  226.907285
603  2006  238    Rice  382.5000  454.823259
604  2006  239    Rice  345.6667  153.388706
605  2006  240    Rice  376.2222  206.317385
606  2006  241    Rice  498.4571  476.877981
607  2006  242    Rice  381.5676  209.718269
608  2006  243    Rice  521.4571  635.989056
609  2006  244    Rice  478.4118  496.510192
610  2006  245    Rice  409.1429  200.614189
611  2006  246    Rice  385.5833  328.813696
612  2006  247    Rice  433.7000  520.671526
613  2006  248    Rice  399.0645  198.349848
614  2006  249    Rice  436.5882  499.481678
615  2006  250    Rice  470.1429  488.458328
616  2006  251    Rice  497.7667  522.035980
617  2006  252    Rice  359.8000  151.338102
618  2006  253    Rice  568.8182  830.707749
619  2006  254    Rice  452.8788  455.893817
620  2006  255    Rice  556.6000  700.152131
621  2006  256    Rice  546.6857  642.799016
622  2006  257    Rice  351.5517  208.366879
623  2006  258    Rice  450.6471  452.943764
624  2006  259    Rice  548.1667  671.061541
625  2006  260    Rice  572.8182  826.250424
626  2006  261    Rice  599.0000  684.852944
627  2006  262    Rice  474.4138  537.159362
628  2006  263    Rice  391.0400  218.544900
629  2006  264    Rice  337.4400  176.008778
630  2006  265    Rice  492.2381  582.529047
631  2006  266    Rice  498.8500  581.969277
632  2006  267    Rice  363.0909  150.208159
633  2006  268    Rice  486.6000  473.365762
634  2006  269    Rice  422.8333  215.099505
635  2006  270    Rice  494.3103  463.071431
636  2006  271    Rice  496.5000  556.342718
637  2006  272    Rice  491.8000  230.074770
638  2006  273    Rice  532.1429  248.106448
639  2006  274    Rice  403.0000   35.355339
640  2006  275    Rice  483.4000  123.218505
641  2006  276    Rice  388.0000  209.413785
642  2006  277    Rice  469.1667  512.330113
643  2006  278    Rice  524.0000  573.822827
644  2006  279    Rice  480.4706  208.577059
645  2006  280    Rice  586.0625  614.246039
646  2006  281    Rice  393.4000  153.301591
647  2006  282    Rice  437.6667  178.427390
648  2006  283    Rice  408.9130  208.741883
649  2006  284    Rice  508.5333  468.902808
650  2006  285    Rice  425.4583  217.403448
651  2006  286    Rice  479.0000  214.952871
652  2006  287    Rice  587.4000  636.383173
653  2006  288    Rice  415.1000  170.013365
654  2006  289    Rice  524.3846  494.383177
655  2006  290    Rice  556.4615  491.793471
656  2006  291    Rice  458.0952  199.525664
657  2006  292    Rice  425.9565  219.366749
658  2006  293    Rice  442.5625  201.212978
659  2006  294    Rice  495.2500  377.161197
660  2006  295    Rice  397.3333  170.855202
661  2006  296    Rice  529.8889  576.218595
662  2006  297    Rice  798.6667  972.294537
663  2006  298    Rice  448.9444  206.387264
664  2006  299    Rice  528.6522  526.886792
665  2006  300    Rice  555.3913  520.546107
666  2006  301    Rice  650.0769  677.715213
667  2006  302    Rice  382.2222  199.590066
668  2006  303    Rice  392.8148  227.858599
669  2006  304    Rice  414.7500  229.187838
670  2006  305    Rice  388.3913  207.434051
671  2006  306    Rice  464.8148  270.440814
672  2006  307    Rice  440.6429  240.623298
673  2006  308    Rice  431.4800  196.832018
674  2006  309    Rice  419.4000  138.076629
675  2006  310    Rice  404.0833  208.159411
676  2006  311    Rice  437.5652  269.582476
677  2006  312    Rice  397.8214  204.984743
678  2006  313    Rice  536.9565  527.052135
679  2006  314    Rice  433.6800  204.999130
680  2006  315    Rice  404.0556  196.976998
681  2006  316    Rice  490.2727  318.458189
682  2006  317    Rice  515.2692  501.646693
683  2006  318    Rice  514.8571  543.533926
684  2006  319    Rice  549.1765  610.738716
685  2006  320    Rice  554.4000  559.577416
686  2006  321    Rice  539.6364  535.617449
687  2006  322    Rice  554.6538  531.886751
688  2006  323    Rice  330.4444  184.764790
689  2006  324    Rice  467.1667  522.710550
690  2006  325    Rice  477.5217  536.020172
691  2006  326    Rice  518.1111  588.064111
692  2006  327    Rice  459.8571  271.651300
693  2006  328    Rice  410.8571  216.893819
694  2006  329    Rice  576.6316  576.632775
695  2006  330    Rice  398.0000  112.804509
696  2006  331    Rice  555.6667  550.878166
697  2006  332    Rice  566.3636  564.378254
698  2006  333    Rice  415.6842  229.967160
699  2006  334    Rice  443.5714  213.496429
700  2006  335    Rice  452.0556  212.666674
701  2006  336    Rice  548.3810  557.459817
702  2006  337    Rice  507.6667  345.751717
703  2006  338    Rice  410.9524  169.696634
704  2006  339    Rice  427.8333  248.432794
705  2006  340    Rice  515.3077  503.957123
706  2006  341    Rice  518.1364  535.339794
707  2006  342    Rice  538.0000  517.616864
708  2006  343    Rice  458.1250  215.701298
709  2006  344    Rice  422.6667   92.826451
710  2006  345    Rice  457.9500  203.386972
711  2006  346    Rice  461.0952  283.582246
712  2006  347    Rice  504.0000  524.195533
713  2006  348    Rice  816.2143  879.030338
714  2006  349    Rice  533.0400  504.096591
715  2006  350    Rice  577.8182  516.232195
716  2006  351    Rice  713.3333  879.096838
717  2006  352    Rice  417.0000  218.761733
718  2006  353    Rice  460.5455  199.091682
719  2006  354    Rice  440.2174  199.676091
720  2006  355    Rice  427.6296  205.565477
721  2006  356    Rice  504.4167  274.682096
722  2006  357    Rice  481.0000  185.968635
723  2006  358    Rice  356.7143  179.195158
724  2006  359    Rice  734.8571  903.180755
725  2006  360    Rice  427.9474  192.761647
726  2006  361    Rice  440.5714  200.218773
727  2006  362    Rice  426.9474  168.388926
728  2006  363    Rice  564.5714  578.846920
729  2006  364    Rice  584.6471  601.650640
730  2006  365    Rice  790.5000  971.171200
731  2007    1    Rice  430.0909   76.300006
732  2007    2    Rice  480.1579  187.725646
733  2007    3    Rice  487.8077  272.216387
734  2007    4    Rice  533.8519  485.437448
735  2007    5    Rice  412.2941  143.881794
736  2007    6    Rice  567.1176  599.187041
737  2007    7    Rice  410.7500   99.843807
738  2007    8    Rice  450.2500  221.294249
739  2007    9    Rice  463.1111  276.999213
740  2007   10    Rice  439.5217  205.714248
741  2007   11    Rice  558.4167  505.721174
742  2007   12    Rice  600.6842  562.338476
743  2007   13    Rice  368.2222  143.102916
744  2007   14    Rice  405.4286   96.109065
745  2007   15    Rice  447.2000  165.360731
746  2007   16    Rice  520.1765  328.005952
747  2007   17    Rice  552.8571  559.994758
748  2007   18    Rice  445.5000  227.758262
749  2007   19    Rice  692.6087  711.721073
750  2007   20    Rice  808.0667  857.599096
751  2007   21    Rice 1106.8000 1094.614864
752  2007   22    Rice  750.7895  769.312217
753  2007   23    Rice  738.4167  742.936735
754  2007   24    Rice  526.8636  565.409527
755  2007   25    Rice  518.5714  584.530288
756  2007   26    Rice  281.5000   96.873629
757  2007   27    Rice  791.5000  925.114858
758  2007   28    Rice  533.2000  515.117171
759  2007   29    Rice  620.5000  639.503245
760  2007   30    Rice  328.2500  146.997449
761  2007   31    Rice  689.4118  826.097305
762  2007   32    Rice  522.9500  555.045041
763  2007   33    Rice  525.3333  755.785844
764  2007   34    Rice  408.6250  108.210031
765  2007   35    Rice  331.4000  132.692502
766  2007   36    Rice  533.7778  620.158476
767  2007   37    Rice  468.6500  271.410793
768  2007   38    Rice  403.8095  180.616616
769  2007   39    Rice  506.5417  511.058916
770  2007   40    Rice  399.4545  187.668839
771  2007   41    Rice  459.0000  297.849914
772  2007   42    Rice  621.6000  495.039695
773  2007   43    Rice  440.5789  213.424021
774  2007   44    Rice  586.6818  538.546844
775  2007   45    Rice  433.9545  228.088011
776  2007   46    Rice  529.5600  510.707604
777  2007   47    Rice  374.0769  134.291636
778  2007   48    Rice  443.3750  229.163661
779  2007   49    Rice  552.1429  445.211346
780  2007   50    Rice  523.2857  559.820252
781  2007   51    Rice  574.0000  502.830337
782  2007   52    Rice  431.9130  209.266232
783  2007   53    Rice  552.1739  534.830615
784  2007   54    Rice  428.9583  180.916863
785  2007   55    Rice  469.2143  236.599687
786  2007   56    Rice  622.3333  461.865204
787  2007   57    Rice  613.1429  543.342092
788  2007   58    Rice  577.7391  517.775330
789  2007   59    Rice  563.8750  519.660450
790  2007   60    Rice  597.9167  546.186217
791  2007   61    Rice  610.1429  582.836880
792  2007   62    Rice  710.3636  797.704992
793  2007   63    Rice  872.6667 1042.526482
794  2007   64    Rice  586.6364  579.279071
795  2007   65    Rice  585.6667  545.849212
796  2007   66    Rice  463.3600  221.023355
797  2007   67    Rice  446.2400  205.050254
798  2007   68    Rice  521.4783  310.430767
799  2007   69    Rice  729.8182  777.123905
800  2007   70    Rice  809.1429  966.418548
801  2007   71    Rice  506.7143  231.290108
802  2007   72    Rice  600.7391  521.310256
803  2007   73    Rice  482.6364  222.970753
804  2007   74    Rice  475.3333  220.795003
805  2007   75    Rice  489.2667  267.893227
806  2007   76    Rice  784.8889  785.413858
807  2007   77    Rice  653.9000  767.826290
808  2007   78    Rice  636.3333  701.598279
809  2007   79    Rice  538.7273  521.517035
810  2007   80    Rice  590.8750  633.571977
811  2007   81    Rice  580.3043  517.384369
812  2007   82    Rice  473.1818  229.219304
813  2007   83    Rice  664.6923  678.327525
814  2007   84    Rice  754.8571  906.973066
815  2007   85    Rice  584.0455  531.538959
816  2007   86    Rice  609.1250  636.697299
817  2007   87    Rice  582.2083  536.648292
818  2007   88    Rice  612.2222  510.001911
819  2007   89    Rice  571.4348  528.216452
820  2007   90    Rice  618.1818  730.996282
821  2007   91    Rice  866.1667 1043.131903
822  2007   92    Rice  698.7000  758.654217
823  2007   93    Rice  647.4706  584.437670
824  2007   94    Rice  716.5238  742.984362
825  2007   95    Rice  603.4286  582.499920
826  2007   96    Rice  717.8000  808.898263
827  2007   97    Rice  678.7333  665.437393
828  2007   98    Rice  409.3333  216.499115
829  2007   99    Rice  620.2857  576.671409
830  2007  100    Rice  752.8824  809.861553
831  2007  101    Rice  493.6190  232.078968
832  2007  102    Rice  472.0526  236.342847
833  2007  103    Rice  626.2778  583.672229
834  2007  104    Rice  472.8571  220.300120
835  2007  105    Rice  427.6667  265.500157
836  2007  106    Rice  509.0588  251.709523
837  2007  107    Rice  543.5556  342.459482
838  2007  108    Rice  578.6818  576.601570
839  2007  109    Rice  541.1765  212.740815
840  2007  110    Rice  611.9474  591.834293
841  2007  111    Rice  510.2000  273.314959
842  2007  112    Rice  906.6667 1018.492546
843  2007  113    Rice  643.2222  615.135906
844  2007  114    Rice  811.7391  791.818116
845  2007  115    Rice  648.7619  556.770052
846  2007  116    Rice  622.4762  574.892566
847  2007  117    Rice  610.0000  588.504585
848  2007  118    Rice  783.0000  771.244708
849  2007  119    Rice  333.7500  296.224436
850  2007  120    Rice  585.8500  565.919585
851  2007  121    Rice  776.8571  904.364681
852  2007  122    Rice  426.0000  234.941634
853  2007  123    Rice  479.7143  240.934461
854  2007  124    Rice  604.1429  541.211723
855  2007  125    Rice  511.7857  269.113982
856  2007  126    Rice  394.3333  222.256308
857  2007  127    Rice  503.9474  250.788861
858  2007  128    Rice  586.6316  324.617931
859  2007  129    Rice  621.0556  601.392744
860  2007  130    Rice  469.7895  253.233221
861  2007  131    Rice  563.6316  590.372972
862  2007  132    Rice  461.9000  215.397024
863  2007  133    Rice  380.2857  190.671370
864  2007  134    Rice  488.3810  244.048044
865  2007  135    Rice  482.4000  240.942754
866  2007  136    Rice  515.8636  307.269278
867  2007  137    Rice  452.1875  228.351255
868  2007  138    Rice  395.3333  188.276393
869  2007  139    Rice  432.3333  192.804816
870  2007  140    Rice  378.2000  188.074985
871  2007  141    Rice  484.3750  229.003894
872  2007  142    Rice  494.2857  237.045737
873  2007  143    Rice  455.0000  153.392063
